idx,exact_offsets,exact_offset_count,candidate_offsets,input_shape
117,"6,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [1, 3], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [6, 6], ""comp_area_desc_clamped"": [6, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
118,"5,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [5, 4], ""comp_size_desc_clamped"": [5, 4], ""comp_area_desc_tl"": [5, 4], ""comp_area_desc_clamped"": [5, 4], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [1, 6], ""comp_color_asc_clamped"": [1, 6]}",9x9
119,"6,6",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [2, 1], ""least_color_centered"": [4, 5], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [6, 2], ""comp_size_desc_clamped"": [6, 2], ""comp_area_desc_tl"": [6, 6], ""comp_area_desc_clamped"": [6, 6], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [2, 1], ""comp_color_asc_clamped"": [2, 1]}",9x9
120,"4,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 4], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 4], ""comp_size_desc_tl"": [4, 0], ""comp_size_desc_clamped"": [4, 0], ""comp_area_desc_tl"": [4, 0], ""comp_area_desc_clamped"": [4, 0], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
121,"6,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [0, 2], ""comp_size_desc_clamped"": [0, 2], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
122,"3,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [3, 6], ""comp_size_desc_clamped"": [3, 6], ""comp_area_desc_tl"": [0, 3], ""comp_area_desc_clamped"": [0, 3], ""comp_r0_asc_tl"": [0, 3], ""comp_r0_asc_clamped"": [0, 3], ""comp_c0_asc_tl"": [3, 0], ""comp_c0_asc_clamped"": [3, 0], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
123,"0,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [0, 1], ""comp_area_desc_clamped"": [0, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
124,"4,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 1], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [0, 4], ""comp_area_desc_clamped"": [0, 4], ""comp_r0_asc_tl"": [0, 4], ""comp_r0_asc_clamped"": [0, 4], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [0, 4], ""comp_color_asc_clamped"": [0, 4]}",9x9
125,"4,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [0, 5], ""comp_size_desc_clamped"": [0, 5], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
126,"0,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [1, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
127,"1,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [5, 3], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
128,"0,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 2], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [5, 0], ""comp_size_desc_clamped"": [5, 0], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
129,"4,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [4, 4], ""comp_size_desc_clamped"": [4, 4], ""comp_area_desc_tl"": [4, 0], ""comp_area_desc_clamped"": [4, 0], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 3], ""comp_color_asc_clamped"": [0, 3]}",9x9
130,"2,6",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 2], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
131,"0,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [2, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 1], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 1], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
132,"0,5",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 4], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [4, 1], ""comp_size_desc_clamped"": [4, 1], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
133,"1,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [2, 1], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [5, 6], ""comp_size_desc_clamped"": [5, 6], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
134,"1,2",1,"{""nz_bbox_tl"": [0, 2], ""mode_color_bbox_tl"": [0, 2], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 2], ""least_color_centered"": [2, 5], ""color8_bbox_tl"": [0, 2], ""color8_centered"": [2, 5], ""comp_size_desc_tl"": [1, 2], ""comp_size_desc_clamped"": [1, 2], ""comp_area_desc_tl"": [1, 2], ""comp_area_desc_clamped"": [1, 2], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [1, 2], ""comp_c0_asc_clamped"": [1, 2], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
135,"2,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [2, 1], ""comp_area_desc_clamped"": [2, 1], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
136,"6,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [6, 6], ""comp_area_desc_clamped"": [6, 6], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
137,"5,6",1,"{""nz_bbox_tl"": [0, 2], ""mode_color_bbox_tl"": [0, 2], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 2], ""least_color_centered"": [3, 4], ""color8_bbox_tl"": [0, 2], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [5, 6], ""comp_size_desc_clamped"": [5, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [2, 2], ""comp_c0_asc_clamped"": [2, 2], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
138,"1,1",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [2, 1], ""least_color_centered"": [4, 5], ""color8_bbox_tl"": [2, 1], ""color8_centered"": [4, 5], ""comp_size_desc_tl"": [1, 1], ""comp_size_desc_clamped"": [1, 1], ""comp_area_desc_tl"": [1, 1], ""comp_area_desc_clamped"": [1, 1], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [1, 1], ""comp_color_asc_clamped"": [1, 1]}",9x9
139,"1,2",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [1, 2], ""comp_area_desc_clamped"": [1, 2], ""comp_r0_asc_tl"": [1, 2], ""comp_r0_asc_clamped"": [1, 2], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
140,"6,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [6, 4], ""comp_size_desc_clamped"": [6, 4], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
141,"6,1",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [4, 2], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [6, 1], ""comp_size_desc_clamped"": [6, 1], ""comp_area_desc_tl"": [1, 1], ""comp_area_desc_clamped"": [1, 1], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [1, 1], ""comp_color_asc_clamped"": [1, 1]}",9x9
142,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
143,"1,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 3], ""comp_color_asc_clamped"": [0, 3]}",9x9
144,"6,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [4, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
145,"5,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [5, 6], ""comp_size_desc_clamped"": [5, 6], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
146,"5,2",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 4], ""least_color_bbox_tl"": [0, 2], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 4], ""comp_size_desc_tl"": [4, 6], ""comp_size_desc_clamped"": [4, 6], ""comp_area_desc_tl"": [5, 2], ""comp_area_desc_clamped"": [5, 2], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [0, 7], ""comp_color_asc_clamped"": [0, 6]}",9x9
147,"6,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [4, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [5, 4], ""comp_size_desc_clamped"": [5, 4], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
148,"1,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [5, 0], ""comp_size_desc_clamped"": [5, 0], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [0, 7], ""comp_color_asc_clamped"": [0, 6]}",9x9
149,"2,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 5], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [4, 0], ""comp_size_desc_clamped"": [4, 0], ""comp_area_desc_tl"": [2, 6], ""comp_area_desc_clamped"": [2, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
150,"5,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [1, 2], ""color8_centered"": [2, 4], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [5, 1], ""comp_area_desc_clamped"": [5, 1], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [5, 1], ""comp_c0_asc_clamped"": [5, 1], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
151,"5,5",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [3, 4], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [5, 5], ""comp_size_desc_clamped"": [5, 5], ""comp_area_desc_tl"": [1, 2], ""comp_area_desc_clamped"": [1, 2], ""comp_r0_asc_tl"": [1, 2], ""comp_r0_asc_clamped"": [1, 2], ""comp_c0_asc_tl"": [5, 1], ""comp_c0_asc_clamped"": [5, 1], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
152,"2,5",1,"{""nz_bbox_tl"": [2, 0], ""mode_color_bbox_tl"": [2, 1], ""mode_color_centered"": [5, 3], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [2, 1], ""color8_centered"": [5, 3], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [2, 0], ""comp_area_desc_clamped"": [2, 0], ""comp_r0_asc_tl"": [2, 0], ""comp_r0_asc_clamped"": [2, 0], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [2, 0], ""comp_color_asc_clamped"": [2, 0]}",9x9
153,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
154,"5,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [3, 0], ""least_color_centered"": [5, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [5, 5], ""comp_area_desc_clamped"": [5, 5], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [3, 2], ""comp_color_asc_clamped"": [3, 2]}",9x9
155,"0,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [5, 4], ""comp_size_desc_tl"": [0, 1], ""comp_size_desc_clamped"": [0, 1], ""comp_area_desc_tl"": [0, 1], ""comp_area_desc_clamped"": [0, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
