queue_rank,task_id,target_phase,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,target_cost,projected_gain_to_target,priority_score,required_system,first_action,preferred_lowerings,reject_lowerings,proof_requirements,worker_acceptance,leakage_risk,private_risk
314,81,phase3_7400_private_like,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,2307,17.256296741826247,1000,0.8359479791916158,16.50318305008991,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task081: validation pass, cost < 2307, target cost <= 1000, static/banned-op gate pass",medium,medium
315,146,phase3_7400_private_like,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,2256,17.27865138738205,1000,0.8135933336358114,16.25728194897606,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task146: validation pass, cost < 2256, target cost <= 1000, static/banned-op gate pass",medium,medium
316,38,phase3_7400_private_like,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,2193,17.306974251582112,1000,0.7852704694357513,15.945730442775401,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task038: validation pass, cost < 2193, target cost <= 1000, static/banned-op gate pass",medium,medium
317,386,phase3_7400_private_like,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,2183,17.311544643450056,1000,0.7807000775678077,15.895456132228022,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task386: validation pass, cost < 2183, target cost <= 1000, static/banned-op gate pass",medium,medium
318,389,phase3_7400_private_like,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1898,17.451444020830127,1000,0.6408007001877358,14.356562981047231,"line, ray, and grid grammar",detect complete/incomplete rows and columns; enumerate line extension and crossing rules; fit stop conditions from blockers and colors,ReduceSum row/column masks; small Conv kernels; constant masks plus Where,per-cell ScatterND table; full-grid Tile; long Where chain,line stop condition is explicit; sample validation pass; static shape check pass; cost is lower than current selected ONNX,"task389: validation pass, cost < 1898, target cost <= 1000, static/banned-op gate pass",medium,medium
319,207,phase3_7400_private_like,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1875,17.463636061595487,1000,0.6286086594223761,14.222450532628272,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task207: validation pass, cost < 1875, target cost <= 1000, static/banned-op gate pass",medium,medium
320,399,phase3_7400_private_like,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1839,17.48302277539568,1000,0.6092219456221848,14.00919668082617,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task399: validation pass, cost < 1839, target cost <= 1000, static/banned-op gate pass",medium,medium
321,83,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task083: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
322,108,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task108: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
323,142,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task142: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
324,152,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task152: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
325,194,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task194: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
326,211,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task211: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
327,214,phase4_7600_contender,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,region and room-fill synthesizer,detect boundary colors and line-grid rooms; prefer closed-form room masks over flood-fill unroll; try row/column prefix reductions before dilation,static row/column ReduceSum masks; small Conv kernels; single-pass room mask Where,radius-scale flood-fill unroll; many-step dilation; dynamic full-grid color map,boundary/interior semantics fit train examples; sample validation pass; unroll count is justified by cost gate; cost is lower than current selected ONNX,"task214: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium-high
328,223,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task223: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
329,307,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1800,17.504458056115745,300,1.7917594692280545,25.4131366361648,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task307: validation pass, cost < 1800, target cost <= 300, static/banned-op gate pass",medium,medium
330,299,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1790,17.5100291011652,300,1.7861884241786008,25.35185514062081,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task299: validation pass, cost < 1790, target cost <= 300, static/banned-op gate pass",medium,medium
331,395,phase4_7600_contender,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,1667,17.581219117249205,300,1.7149984080945941,24.568764963696736,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task395: validation pass, cost < 1667, target cost <= 300, static/banned-op gate pass",medium,medium
332,6,phase4_7600_contender,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,1631,17.603051397378987,300,1.6931661279648118,24.32860988226913,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task006: validation pass, cost < 1631, target cost <= 300, static/banned-op gate pass",medium,medium
333,347,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1607,17.61787563426249,300,1.6783418910813097,24.165543276550608,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task347: validation pass, cost < 1607, target cost <= 300, static/banned-op gate pass",medium,medium
334,229,phase4_7600_contender,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1409,17.74936448810132,300,1.546853037242478,22.71916588432346,"line, ray, and grid grammar",detect complete/incomplete rows and columns; enumerate line extension and crossing rules; fit stop conditions from blockers and colors,ReduceSum row/column masks; small Conv kernels; constant masks plus Where,per-cell ScatterND table; full-grid Tile; long Where chain,line stop condition is explicit; sample validation pass; static shape check pass; cost is lower than current selected ONNX,"task229: validation pass, cost < 1409, target cost <= 300, static/banned-op gate pass",medium,medium
335,235,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1338,17.801068759311825,300,1.4951487660319742,22.150418901007917,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task235: validation pass, cost < 1338, target cost <= 300, static/banned-op gate pass",medium,medium
336,72,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1309,17.8229812340901,300,1.4732362912536985,21.909381678446884,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task072: validation pass, cost < 1309, target cost <= 300, static/banned-op gate pass",medium,medium
337,267,phase4_7600_contender,color_map,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,1255,17.865109148434115,300,1.431108376909684,21.445974620662724,color role normalizer,fit consistent color map; check whether color map is a substep for another family; emit only if it beats current graph,1x1 Conv; small Equal/Where chain,large MatMul color map; dynamic full-grid color map,consistent color mapping; sample validation pass; cost is lower than current selected ONNX,"task267: validation pass, cost < 1255, target cost <= 300, static/banned-op gate pass",low,medium
338,114,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1254,17.865906278807135,300,1.4303112465366645,21.43720618655951,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task114: validation pass, cost < 1254, target cost <= 300, static/banned-op gate pass",medium,medium
339,52,phase4_7600_contender,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1228,17.886857891292912,300,1.4093596340508867,21.206738449215955,"line, ray, and grid grammar",detect complete/incomplete rows and columns; enumerate line extension and crossing rules; fit stop conditions from blockers and colors,ReduceSum row/column masks; small Conv kernels; constant masks plus Where,per-cell ScatterND table; full-grid Tile; long Where chain,line stop condition is explicit; sample validation pass; static shape check pass; cost is lower than current selected ONNX,"task052: validation pass, cost < 1228, target cost <= 300, static/banned-op gate pass",medium,medium
340,181,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1194,17.91493570604745,300,1.3812818192963476,20.897882486916025,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task181: validation pass, cost < 1194, target cost <= 300, static/banned-op gate pass",medium,medium
341,106,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1164,17.940382371708615,300,1.3558351536351836,20.61796916464322,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task106: validation pass, cost < 1164, target cost <= 300, static/banned-op gate pass",medium,medium
342,257,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,1077,18.01806532284361,300,1.2781522025001877,19.763456702158265,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task257: validation pass, cost < 1077, target cost <= 300, static/banned-op gate pass",medium,medium
343,150,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1014,18.078341815848873,300,1.2178757094949262,19.10041527910039,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task150: validation pass, cost < 1014, target cost <= 300, static/banned-op gate pass",medium,medium
344,155,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,1014,18.078341815848873,300,1.2178757094949262,19.10041527910039,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task155: validation pass, cost < 1014, target cost <= 300, static/banned-op gate pass",medium,medium
345,73,phase4_7600_contender,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,"line, ray, and grid grammar",detect complete/incomplete rows and columns; enumerate line extension and crossing rules; fit stop conditions from blockers and colors,ReduceSum row/column masks; small Conv kernels; constant masks plus Where,per-cell ScatterND table; full-grid Tile; long Where chain,line stop condition is explicit; sample validation pass; static shape check pass; cost is lower than current selected ONNX,"task073: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
346,95,phase4_7600_contender,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task095: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
347,98,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task098: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
348,120,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task120: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
349,147,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task147: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
350,151,phase4_7600_contender,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,"line, ray, and grid grammar",detect complete/incomplete rows and columns; enumerate line extension and crossing rules; fit stop conditions from blockers and colors,ReduceSum row/column masks; small Conv kernels; constant masks plus Where,per-cell ScatterND table; full-grid Tile; long Where chain,line stop condition is explicit; sample validation pass; static shape check pass; cost is lower than current selected ONNX,"task151: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
351,171,phase4_7600_contender,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task171: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
352,266,phase4_7600_contender,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task266: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
353,272,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task272: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
354,283,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task283: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
355,294,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task294: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
356,331,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,910,18.186555400489105,300,1.1096621248546938,17.910065848057833,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task331: validation pass, cost < 910, target cost <= 300, static/banned-op gate pass",medium,medium
357,15,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605236675688,300,1.098612288668111,17.78851765000542,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task015: validation pass, cost < 900, target cost <= 300, static/banned-op gate pass",medium,medium
358,127,phase4_7600_contender,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605236675688,300,1.098612288668111,17.78851765000542,region and room-fill synthesizer,detect boundary colors and line-grid rooms; prefer closed-form room masks over flood-fill unroll; try row/column prefix reductions before dilation,static row/column ReduceSum masks; small Conv kernels; single-pass room mask Where,radius-scale flood-fill unroll; many-step dilation; dynamic full-grid color map,boundary/interior semantics fit train examples; sample validation pass; unroll count is justified by cost gate; cost is lower than current selected ONNX,"task127: validation pass, cost < 900, target cost <= 300, static/banned-op gate pass",medium,medium-high
