priority_rank,task_id,current_cost,current_points,synthesis_family,route_prediction,current_source,current_template,target_phase,required_system,required_lowering,main_blocker,gain_if_cost_le_9000,gain_if_cost_le_3000,gain_if_cost_le_1000,gain_if_cost_le_300
212,315,9557,15.834971,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.060049,1.158662,2.257274,3.461247
220,346,9178,15.875435,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.019585,1.118197,2.216809,3.420782
221,297,9172,15.876089,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.018931,1.117543,2.216155,3.420128
223,3,9102,15.883751,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.011270,1.109882,2.208494,3.412467
224,24,9080,15.886171,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.008850,1.107462,2.206074,3.410047
225,249,8999,15.895131,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,1.098501,2.197113,3.401086
226,28,8990,15.896132,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,1.097501,2.196113,3.400086
230,269,8602,15.940250,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,1.053382,2.151995,3.355968
231,274,8581,15.942694,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,1.050938,2.149550,3.353523
235,200,8306,15.975267,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,1.018366,2.116978,3.320951
237,263,8054,16.006076,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.987557,2.086169,3.290142
239,254,7956,16.018318,sparse_edit_or_object_completion,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.975314,2.073926,3.277899
240,176,7920,16.022854,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.970779,2.069391,3.273364
241,372,7880,16.027917,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.965716,2.064328,3.268301
242,39,7772,16.041717,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.951915,2.050528,3.254500
243,369,7729,16.047265,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.946367,2.044979,3.248952
246,327,7548,16.070962,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.922670,2.021283,3.225255
249,180,7450,16.084031,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.909602,2.008214,3.212187
250,45,7428,16.086988,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.906644,2.005257,3.209229
251,7,7271,16.108351,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.885282,1.983894,3.187867
252,348,7207,16.117192,point_to_line_pattern,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.876440,1.975053,3.179026
253,43,7119,16.129477,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.864155,1.962767,3.166740
254,105,7055,16.138508,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.855124,1.953737,3.157709
256,259,6843,16.169018,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.824614,1.923226,3.127199
258,352,6626,16.201243,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.792389,1.891001,3.094974
260,357,6581,16.208058,point_to_line_pattern,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.785574,1.884187,3.088160
261,100,6536,16.214919,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.778713,1.877325,3.081298
262,121,6530,16.215838,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.777795,1.876407,3.080380
263,388,6468,16.225378,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.768255,1.866867,3.070840
264,292,6305,16.250902,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.742731,1.841343,3.045316
265,336,6036,16.294503,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.699129,1.797742,3.001714
267,273,5937,16.311041,sparse_edit_or_object_completion,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.682592,1.781204,2.985177
274,48,5609,16.367872,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.625760,1.724372,2.928345
276,60,5581,16.372877,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.620756,1.719368,2.923341
277,226,5559,16.376826,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,region and room-fill synthesizer,"static line-grid reductions, boundary masks, limited unroll only after cost model approval",naive flood-fill unroll is correct but too costly,0.000000,0.616806,1.715418,2.919391
278,321,5511,16.385499,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.608134,1.706746,2.910719
280,320,5190,16.445511,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.548121,1.646734,2.850707
282,10,5016,16.479612,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.514021,1.612633,2.816606
284,356,5002,16.482407,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.511226,1.609838,2.813811
286,99,4910,16.500971,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.492662,1.591274,2.795247
287,136,4837,16.515950,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.477682,1.576295,2.780267
289,394,4753,16.533469,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.460164,1.558776,2.762749
290,160,4586,16.569237,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.424396,1.523008,2.726981
292,323,4533,16.580861,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.412772,1.511384,2.715357
293,291,4327,16.627370,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.366262,1.464874,2.668847
295,115,4122,16.675906,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.317726,1.416338,2.620311
296,296,4115,16.677606,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.316027,1.414639,2.618612
297,123,4104,16.680283,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.313350,1.411962,2.615935
299,305,3952,16.718023,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.275609,1.374222,2.578195
301,316,3903,16.730499,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.263133,1.361745,2.565718
303,104,3682,16.788789,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.204844,1.303456,2.507429
304,381,3681,16.789060,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.204572,1.303184,2.507157
305,139,3630,16.803012,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.190620,1.289233,2.493205
306,32,3405,16.867000,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.126633,1.225245,2.429218
307,47,3024,16.985664,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.007968,1.106580,2.310553
309,227,2927,17.018267,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,1.073978,2.277951
310,1,2843,17.047385,crop_resize,crop_or_resize,vyanktesh_multi_source_output,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,1.044860,2.248833
312,122,2510,17.171962,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.920283,2.124256
313,344,2510,17.171962,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.920283,2.124256
314,81,2307,17.256297,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.835948,2.039921
315,146,2256,17.278651,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.813593,2.017566
316,38,2193,17.306974,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.785270,1.989243
317,386,2183,17.311545,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.780700,1.984673
318,389,1898,17.451444,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase3_7400_private_like,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.000000,0.640801,1.844774
319,207,1875,17.463636,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.628609,1.832581
320,399,1839,17.483023,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase3_7400_private_like,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.609222,1.813195
321,83,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
322,108,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
323,142,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
324,152,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
325,194,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
326,211,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
327,214,1800,17.504458,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,region and room-fill synthesizer,"static line-grid reductions, boundary masks, limited unroll only after cost model approval",naive flood-fill unroll is correct but too costly,0.000000,0.000000,0.587787,1.791759
328,223,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
329,307,1800,17.504458,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.587787,1.791759
330,299,1790,17.510029,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.582216,1.786188
331,395,1667,17.581219,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.511026,1.714998
332,6,1631,17.603051,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.489193,1.693166
333,347,1607,17.617876,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.474369,1.678342
334,229,1409,17.749364,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.000000,0.342880,1.546853
335,235,1338,17.801069,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.291176,1.495149
336,72,1309,17.822981,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.269263,1.473236
337,267,1255,17.865109,color_map,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,phase4_7600_contender,color role normalizer,Equal + Where or small one-hot MatMul,usually low upside; useful as a subprogram rather than standalone,0.000000,0.000000,0.227136,1.431108
338,114,1254,17.865906,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.226338,1.430311
339,52,1228,17.886858,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.000000,0.205387,1.409360
340,181,1194,17.914936,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.177309,1.381282
341,106,1164,17.940382,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.151862,1.355835
342,257,1077,18.018065,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.074179,1.278152
